# name, allowedP, trueP, n, [sentinel], time
hpce.ywc110.fast_fourier_transform_taskgroup, 4, 4, 1482910, 265.466, 0.282141
hpce.ywc110.fast_fourier_transform_taskgroup, 4, 4, 1763487, 1022.81, 0.327223
hpce.ywc110.fast_fourier_transform_taskgroup, 4, 4, 2097152, 1672.13, 0.323285
hpce.ywc110.fast_fourier_transform_taskgroup, 4, 4, 2493948, 1085.24, 0.563262
hpce.ywc110.fast_fourier_transform_taskgroup, 4, 4, 2965820, 473.371, 0.580543
hpce.ywc110.fast_fourier_transform_taskgroup, 4, 4, 3526975, 836.634, 0.679919
hpce.ywc110.fast_fourier_transform_taskgroup, 4, 4, 4194304, 1679.33, 0.682559
hpce.ywc110.fast_fourier_transform_taskgroup, 4, 4, 4987896, 768.932, 1.14634
hpce.ywc110.fast_fourier_transform_taskgroup, 4, 4, 5931641, 559.983, 1.1822
hpce.ywc110.fast_fourier_transform_taskgroup, 4, 4, 7053950, 1307.88, 1.40798
hpce.ywc110.fast_fourier_transform_taskgroup, 4, 4, 8388608, 2882.48, 1.39343
hpce.ywc110.fast_fourier_transform_taskgroup, 4, 4, 9975792, 3553.85, 2.31086
hpce.ywc110.fast_fourier_transform_taskgroup, 4, 4, 11863283, 1940.72, 2.4159
hpce.ywc110.fast_fourier_transform_taskgroup, 4, 4, 14107900, 1159.23, 2.82209
hpce.ywc110.fast_fourier_transform_taskgroup, 4, 4, 16777216, 3402.48, 2.83516
hpce.ywc110.fast_fourier_transform_taskgroup, 4, 4, 19951584, 2187.89, 4.82338
hpce.ywc110.fast_fourier_transform_taskgroup, 4, 4, 23726566, 3263.95, 4.95874
hpce.ywc110.fast_fourier_transform_taskgroup, 4, 4, 28215801, 3521.84, 5.74444
hpce.ywc110.fast_fourier_transform_taskgroup, 4, 4, 33554432, 4734.21, 5.89289
hpce.ywc110.fast_fourier_transform_taskgroup, 4, 4, 39903169, 1428.68, 12.0185
hpce.ywc110.fast_fourier_transform_taskgroup, 4, 4, 47453132, 1864.09, 30.7449
