# name, allowedP, trueP, n, [sentinel], time
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 16, 5.08428, 1.5644e-05
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 19, 3.74151, 6.985e-06
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 22, 2.7268, 5.308e-06
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 26, 3.69267, 6.984e-06
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 32, 5.12512, 5.308e-06
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 38, 10.1649, 6.705e-06
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 45, 4.59897, 6.984e-06
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 53, 6.24848, 7.264e-06
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 64, 8.48267, 7.543e-06
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 76, 0.649002, 1.1734e-05
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 90, 6.17745, 1.0895e-05
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 107, 4.0058, 1.1733e-05
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 128, 6.99139, 1.2292e-05
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 152, 12.8346, 1.9835e-05
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 181, 3.00734, 2.0394e-05
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 215, 3.89364, 2.179e-05
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 256, 7.77228, 2.3187e-05
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 304, 6.2474, 3.967e-05
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 362, 12.3514, 3.967e-05
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 430, 11.1336, 4.4698e-05
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 512, 6.38456, 7.8781e-05
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 608, 18.3453, 8.2692e-05
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 724, 6.05831, 5.727e-05
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 861, 5.95193, 0.000579683
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 1024, 15.0743, 9.3029e-05
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 1217, 25.349, 0.000252825
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 1448, 22.9566, 0.00013186
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 1722, 15.9214, 0.000332444
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 2048, 50.2559, 0.00022852
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 2435, 31.2571, 0.000238857
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 2896, 13.6187, 0.000321269
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 3444, 16.7054, 0.000313727
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 4096, 41.5433, 0.000302553
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 4870, 84.8676, 0.000613206
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 5792, 20.4682, 0.000565715
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 6888, 44.0272, 0.000911847
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 8192, 105.398, 0.000693943
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 9741, 50.2525, 0.00266738
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 11585, 102.396, 0.00110042
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 13777, 48.408, 0.00372003
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 16384, 83.2001, 0.001075
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 19483, 75.1435, 0.00300318
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 23170, 57.7327, 0.00277493
hpce.ywc110.fast_fourier_transform_opt, 3, 4, 27554, 131.97, 0.0022271
