# name, allowedP, trueP, n, [sentinel], time
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 16, 5.08428, 1.3968e-05
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 19, 3.74151, 5.308e-06
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 22, 2.7268, 3.632e-06
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 26, 3.69267, 4.191e-06
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 32, 5.12512, 3.911e-06
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 38, 10.1649, 6.705e-06
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 45, 4.59897, 5.308e-06
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 53, 6.24848, 6.146e-06
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 64, 8.48267, 6.146e-06
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 76, 0.649002, 1.0337e-05
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 90, 6.17745, 9.499e-06
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 107, 4.0058, 1.0337e-05
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 128, 6.99139, 2.5701e-05
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 152, 12.8346, 1.9276e-05
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 181, 3.00734, 1.9276e-05
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 215, 3.89364, 2.0673e-05
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 256, 7.77228, 2.2349e-05
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 304, 6.2474, 3.8831e-05
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 362, 12.3514, 3.9111e-05
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 430, 11.1336, 4.3861e-05
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 512, 6.38456, 4.6654e-05
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 608, 18.3453, 8.2133e-05
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 724, 6.05831, 8.4927e-05
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 861, 5.95193, 9.3308e-05
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 1024, 15.0743, 0.000100571
hpce.ywc110.fast_fourier_transform_opt, 1, 4, 1217, 25.349, 0.000205612
