# name, allowedP, trueP, n, [sentinel], time
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 16, 5.08428, 0.000119376
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 19, 3.74151, 5.2626e-05
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 22, 2.7268, 4.6317e-05
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 26, 3.69267, 6.3166e-05
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 32, 5.12512, 5.3328e-05
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 38, 10.1649, 9.1657e-05
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 45, 4.59897, 9.0353e-05
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 53, 6.24848, 0.000124026
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 64, 8.48267, 0.000112114
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 76, 0.649002, 0.000234988
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 90, 6.17745, 0.000183474
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 107, 4.0058, 0.000243773
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 128, 6.99139, 0.000228598
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 152, 12.8346, 0.000391048
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 181, 3.00734, 0.00037465
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 215, 3.89364, 0.000505102
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 256, 7.77228, 0.000462183
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 304, 6.2474, 0.000825392
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 362, 12.3514, 0.000822115
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 430, 11.1336, 0.00111575
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 512, 6.38456, 0.0014654
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 608, 18.3453, 0.00274514
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 724, 6.05831, 0.00250636
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 861, 5.95193, 0.00362717
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 1024, 15.0743, 0.00101276
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 1217, 25.349, 0.000930183
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 1448, 22.9566, 0.000738347
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 1722, 15.9214, 0.00100967
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 2048, 50.2559, 0.00107675
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 2435, 31.2571, 0.00229125
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 2896, 13.6187, 0.00186674
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 3444, 16.7054, 0.00234205
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 4096, 41.5433, 0.00237737
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 4870, 84.8676, 0.00381961
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 5792, 20.4682, 0.00370485
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 6888, 44.0272, 0.00474123
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 8192, 105.398, 0.00446809
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 9741, 50.2525, 0.00710984
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 11585, 102.396, 0.00698571
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 13777, 48.408, 0.00924312
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 16384, 83.2001, 0.00845607
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 19483, 75.1435, 0.0139293
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 23170, 57.7327, 0.0146487
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 27554, 131.97, 0.0187978
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 32768, 114.539, 0.0179814
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 38967, 204.035, 0.0216725
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 46340, 106.822, 0.0214706
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 55108, 91.965, 0.0316585
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 65536, 61.2098, 0.0205641
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 77935, 232.701, 0.0290893
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 92681, 34.833, 0.0303211
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 110217, 158.456, 0.0395546
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 131072, 343.686, 0.0297978
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 155871, 106.199, 0.0540438
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 185363, 146.588, 0.0405554
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 220435, 118.499, 0.0544029
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 262144, 313.594, 0.0548788
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 311743, 382.887, 0.0696808
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 370727, 280.517, 0.0695015
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 440871, 118.337, 0.0843254
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 524288, 309.047, 0.0770516
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 623487, 655.52, 0.138739
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 741455, 96.6169, 0.143198
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 881743, 161.942, 0.190218
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 1048576, 550.877, 0.179671
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 1246974, 103.408, 0.299784
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 1482910, 265.466, 0.322133
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 1763487, 1022.81, 0.382564
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 2097152, 1672.13, 0.376083
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 2493948, 1085.24, 0.618093
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 2965820, 473.371, 0.586237
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 3526975, 836.634, 0.734136
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 4194304, 1679.33, 0.663648
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 4987896, 768.932, 1.22962
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 5931641, 559.983, 1.25874
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 7053950, 1307.88, 1.54908
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 8388608, 2882.48, 1.43349
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 9975792, 3553.85, 2.46315
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 11863283, 1940.72, 2.61027
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 14107900, 1159.23, 3.13723
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 16777216, 3402.48, 3.08239
hpce.ywc110.fast_fourier_transform_opt, 8, 8, 19951584, 2187.89, 5.0796
